team,player,position,age,caps,goals,club,intl_xg_per_shot,weighted_shots,club_npxg_per90,market_value_m,club_form_estimated,intl_xg_norm,club_form_norm,experience_norm,value_norm,composite_score
Argentina,Lionel Messi,Forward,38,198,116,Inter Miami CF,0.1025,38.7,1.041,35.0,False,0.41,0.694,1.0,0.6757,0.6368
Morocco,Achraf Hakimi,Defender,27,95,11,Paris Saint-Germain,0.0,8.2,0.18,80.0,False,0.0,0.12,0.6333,0.8286,0.6223
Belgium,Thibaut Courtois,Goalkeeper,34,109,0,Real Madrid,0.0,0.0,0.002,28.0,True,0.0,0.0013,0.7267,0.6349,0.6037
England,Harry Kane,Forward,32,113,79,Bayern Munich,0.1224,28.4,0.676,65.0,False,0.4896,0.4507,0.7533,0.79,0.5776
Germany,Joshua Kimmich,Defender,31,110,10,Bayern Munich,0.0,13.1,0.069,40.0,False,0.0,0.046,0.7333,0.7002,0.577
Belgium,Romelu Lukaku,Forward,33,126,90,Napoli,0.1977,20.1,0.317,15.0,False,0.7908,0.2113,0.84,0.5228,0.5707
France,Kylian Mbappé,Forward,27,97,56,Real Madrid,0.0925,46.5,0.718,180.0,False,0.37,0.4787,0.6467,0.9802,0.5662
Brazil,Neymar,Forward,34,128,79,Santos,0.1413,18.5,0.4239,50.0,True,0.5652,0.2826,0.8533,0.7414,0.5589
Brazil,Marquinhos,Defender,32,104,7,Paris Saint-Germain,0.0,0.0,0.134,30.0,False,0.0,0.0893,0.6933,0.6475,0.5451
Portugal,Rúben Dias,Defender,29,75,3,Manchester City,0.0,0.0,0.053,60.0,False,0.0,0.0353,0.5,0.7752,0.5429
Germany,Kai Havertz,Forward,27,58,22,Arsenal,0.1473,20.5,0.566,55.0,False,0.5892,0.3773,0.3867,0.759,0.5292
Austria,David Alaba,Defender,33,113,15,Real Madrid,0.0,0.0,0.0735,20.0,True,0.0,0.049,0.7533,0.5741,0.5204
Germany,Jamal Musiala,Midfielder,23,42,9,Bayern Munich,0.0965,17.7,0.546,130.0,False,0.386,0.364,0.28,0.9193,0.5182
Portugal,Nuno Mendes,Defender,23,43,1,Paris Saint-Germain,0.0,3.0,0.094,75.0,False,0.0,0.0627,0.2867,0.8166,0.5037
Argentina,Cristian Romero,Defender,28,49,3,Tottenham Hotspur,0.0,0.0,0.12,60.0,False,0.0,0.08,0.3267,0.7752,0.4976
Canada,Alphonso Davies,Defender,25,58,15,Bayern Munich,0.0,8.1,0.108,50.0,False,0.0,0.072,0.3867,0.7414,0.4975
France,William Saliba,Defender,25,31,0,Arsenal,0.0,2.0,0.095,90.0,False,0.0,0.0633,0.2067,0.8506,0.4968
Mexico,Edson Álvarez,Defender,28,98,7,Fenerbahçe,0.0,0.0,0.016,22.0,False,0.0,0.0107,0.6533,0.5912,0.4932
Spain,Unai Simón,Goalkeeper,29,57,0,Athletic Bilbao,0.0,0.0,0.002,30.0,True,0.0,0.0013,0.38,0.6475,0.4893
DR Congo,Yoane Wissa,Forward,29,37,9,Newcastle United,0.1408,19.0,0.634,28.0,False,0.5632,0.4227,0.2467,0.6349,0.4879
Ecuador,Piero Hincapié,Defender,24,51,3,Arsenal,0.0,0.0,0.119,50.0,False,0.0,0.0793,0.34,0.7414,0.4846
France,Dayot Upamecano,Defender,27,37,2,Bayern Munich,0.0,0.0,0.0735,70.0,True,0.0,0.049,0.2467,0.8038,0.4833
Portugal,Diogo Costa,Goalkeeper,26,42,0,Porto,0.0,0.0,0.002,40.0,True,0.0,0.0013,0.28,0.7002,0.4832
England,Jordan Pickford,Goalkeeper,32,83,0,Everton,0.0,0.0,0.002,15.0,True,0.0,0.0013,0.5533,0.5228,0.4813
Brazil,Alisson,Goalkeeper,33,77,0,Liverpool,0.0,0.0,0.002,17.0,True,0.0,0.0013,0.5133,0.545,0.4795
Germany,Antonio Rüdiger,Defender,33,82,3,Real Madrid,0.0,8.2,0.071,25.0,False,0.0,0.0473,0.5467,0.6144,0.4783
Netherlands,Denzel Dumfries,Defender,30,71,11,Inter Milan,0.0,5.4,0.286,25.0,False,0.0,0.1907,0.4733,0.6144,0.4778
Ecuador,Willian Pacho,Defender,24,34,2,Paris Saint-Germain,0.0,0.0,0.0735,70.0,True,0.0,0.049,0.2267,0.8038,0.4773
France,Mike Maignan,Goalkeeper,30,39,0,Milan,0.0,0.0,0.002,38.0,True,0.0,0.0013,0.26,0.6908,0.4711
Netherlands,Virgil van Dijk,Defender,34,91,12,Liverpool,0.0,7.1,0.076,18.0,False,0.0,0.0507,0.6067,0.5552,0.4672
England,John Stones,Defender,32,88,3,Manchester City,0.0,6.2,0.111,18.0,False,0.0,0.074,0.5867,0.5552,0.4647
France,Jules Koundé,Defender,27,47,0,Barcelona,0.0,3.8,0.095,45.0,False,0.0,0.0633,0.3133,0.7219,0.4644
Switzerland,Manuel Akanji,Defender,30,81,4,Inter Milan,0.0,0.0,0.045,22.0,False,0.0,0.03,0.54,0.5912,0.4621
Germany,Manuel Neuer,Goalkeeper,40,124,0,Bayern Munich,0.0,0.0,0.002,4.0,True,0.0,0.0013,0.8267,0.3035,0.4564
Netherlands,Jurriën Timber,Defender,24,24,0,Arsenal,0.0,0.0,0.048,70.0,False,0.0,0.032,0.16,0.8038,0.4547
Senegal,Kalidou Koulibaly,Defender,34,102,2,Al-Hilal,0.0,3.7,0.0735,12.0,True,0.0,0.049,0.68,0.4837,0.4532
Portugal,João Cancelo,Defender,32,67,12,Barcelona,0.0,0.0,0.0735,25.0,True,0.0,0.049,0.4467,0.6144,0.4486
Colombia,David Ospina,Goalkeeper,37,130,0,Atlético Nacional,0.0,0.0,0.002,3.0,True,0.0,0.0013,0.8667,0.2614,0.4472
Morocco,Yassine Bounou,Goalkeeper,35,89,0,Al-Hilal,0.0,0.0,0.002,9.0,True,0.0,0.0013,0.5933,0.4342,0.4466
England,Marc Guéhi,Defender,25,28,1,Manchester City,0.0,0.0,0.0735,55.0,True,0.0,0.049,0.1867,0.759,0.4429
Germany,Nico Schlotterbeck,Defender,26,27,0,Borussia Dortmund,0.0,2.0,0.083,55.0,False,0.0,0.0553,0.18,0.759,0.4418
Portugal,Cristiano Ronaldo,Forward,41,227,143,Al-Nassr,0.0933,37.0,0.2799,15.0,True,0.3732,0.1866,1.0,0.5228,0.4412
Colombia,Davinson Sánchez,Defender,29,78,4,Galatasaray,0.0,7.8,0.037,18.0,False,0.0,0.0247,0.52,0.5552,0.4373
Netherlands,Bart Verbruggen,Goalkeeper,23,28,0,Brighton & Hove Albion,0.0,0.0,0.002,35.0,True,0.0,0.0013,0.1867,0.6757,0.4371
United States,Antonee Robinson,Defender,28,54,5,Fulham,0.0,3.0,0.03,30.0,False,0.0,0.02,0.36,0.6475,0.4348
Switzerland,Gregor Kobel,Goalkeeper,28,21,0,Borussia Dortmund,0.0,0.0,0.002,40.0,True,0.0,0.0013,0.14,0.7002,0.4342
England,Jude Bellingham,Midfielder,22,47,6,Real Madrid,0.0,9.5,0.416,160.0,False,0.0,0.2773,0.3133,0.9582,0.4333
Argentina,Lisandro Martínez,Defender,28,26,1,Manchester United,0.0,5.7,0.086,50.0,False,0.0,0.0573,0.1733,0.7414,0.4313
Morocco,Nayef Aguerd,Defender,30,64,2,Marseille,0.0,1.7,0.0735,22.0,True,0.0,0.049,0.4267,0.5912,0.431
Spain,Marc Cucurella,Defender,27,23,1,Chelsea,0.0,1.0,0.095,50.0,False,0.0,0.0633,0.1533,0.7414,0.4262
Netherlands,Micky van de Ven,Defender,25,20,1,Tottenham Hotspur,0.0,0.0,0.067,55.0,False,0.0,0.0447,0.1333,0.759,0.4262
Argentina,Emiliano Martínez,Goalkeeper,33,59,0,Aston Villa,0.0,0.0,0.002,15.0,True,0.0,0.0013,0.3933,0.5228,0.4253
France,Ibrahima Konaté,Defender,27,28,0,Liverpool,0.0,1.4,0.065,45.0,False,0.0,0.0433,0.1867,0.7219,0.4235
Mexico,Guillermo Ochoa,Goalkeeper,40,152,0,AEL Limassol,0.0,0.0,0.002,1.0,True,0.0,0.0013,1.0,0.1307,0.422
Netherlands,Memphis Depay,Forward,32,109,55,Corinthians,0.1111,25.0,0.3333,10.0,True,0.4444,0.2222,0.7267,0.4522,0.4216
England,Reece James,Defender,26,23,1,Chelsea,0.0,0.0,0.049,50.0,False,0.0,0.0327,0.1533,0.7414,0.4216
Germany,Jonathan Tah,Defender,30,47,1,Bayern Munich,0.0,1.0,0.035,30.0,False,0.0,0.0233,0.3133,0.6475,0.4212
Belgium,Kevin De Bruyne,Midfielder,34,119,37,Napoli,0.0591,20.7,0.292,15.0,False,0.2364,0.1947,0.7933,0.5228,0.4212
Sweden,Victor Lindelöf,Defender,31,76,3,Aston Villa,0.0,0.0,0.0735,15.0,True,0.0,0.049,0.5067,0.5228,0.4208
Colombia,Daniel Muñoz,Defender,30,45,3,Crystal Palace,0.0,4.0,0.161,27.0,False,0.0,0.1073,0.3,0.6283,0.4202
Norway,Alexander Sørloth,Forward,30,71,26,Atlético Madrid,0.0,0.0,1.163,20.0,False,0.0,0.7753,0.4733,0.5741,0.4184
Turkey,Merih Demiral,Defender,28,61,6,Al-Ahli,0.0,3.0,0.0735,20.0,True,0.0,0.049,0.4067,0.5741,0.4164
France,Ousmane Dembélé,Forward,29,58,7,Paris Saint-Germain,0.0,14.8,0.916,100.0,False,0.0,0.6107,0.3867,0.8702,0.4153
Algeria,Rayan Aït-Nouri,Defender,25,28,0,Manchester City,0.0,0.0,0.0735,40.0,True,0.0,0.049,0.1867,0.7002,0.4135
Portugal,Gonçalo Inácio,Defender,24,21,2,Sporting CP,0.0,0.0,0.072,45.0,False,0.0,0.048,0.14,0.7219,0.4102
Ivory Coast,Wilfried Singo,Defender,25,34,1,Galatasaray,0.0,0.0,0.189,28.0,False,0.0,0.126,0.2267,0.6349,0.4044
Spain,Lamine Yamal,Forward,18,25,6,Barcelona,0.0882,18.0,0.362,120.0,False,0.3528,0.2413,0.1667,0.9043,0.4017
Germany,Leroy Sané,Midfielder,30,76,17,Galatasaray,0.0,9.1,0.597,23.0,False,0.0,0.398,0.5067,0.5993,0.4005
Spain,David Raya,Goalkeeper,30,12,0,Arsenal,0.0,0.0,0.002,35.0,True,0.0,0.0013,0.08,0.6757,0.3998
Portugal,Gonçalo Ramos,Forward,24,24,10,Paris Saint-Germain,0.0,0.0,1.202,35.0,False,0.0,0.8013,0.16,0.6757,0.3995
Netherlands,Nathan Aké,Defender,31,59,5,Manchester City,0.0,2.0,0.032,18.0,False,0.0,0.0213,0.3933,0.5552,0.3988
Ivory Coast,Ousmane Diomande,Defender,22,15,1,Sporting CP,0.0,1.0,0.0735,45.0,True,0.0,0.049,0.1,0.7219,0.3983
Paraguay,Gustavo Gómez,Defender,33,89,4,Palmeiras,0.0,0.0,0.0735,8.5,True,0.0,0.049,0.5933,0.4245,0.3976
Uzbekistan,Abdukodir Khusanov,Defender,22,26,0,Manchester City,0.0,0.0,0.0735,35.0,True,0.0,0.049,0.1733,0.6757,0.3972
Portugal,Diogo Dalot,Defender,27,34,3,Manchester United,0.0,0.0,0.054,28.0,False,0.0,0.036,0.2267,0.6349,0.3909
Spain,Pedro Porro,Defender,26,17,0,Tottenham Hotspur,0.0,0.0,0.063,40.0,False,0.0,0.042,0.1133,0.7002,0.3904
England,Declan Rice,Midfielder,27,72,6,Arsenal,0.0,9.0,0.115,120.0,False,0.0,0.0767,0.48,0.9043,0.3903
United States,Chris Richards,Defender,26,36,3,Crystal Palace,0.0,2.0,0.079,25.0,False,0.0,0.0527,0.24,0.6144,0.3871
Morocco,Noussair Mazraoui,Defender,28,44,2,Manchester United,0.0,2.8,0.025,22.0,False,0.0,0.0167,0.2933,0.5912,0.3861
Norway,Erling Haaland,Forward,25,49,55,Manchester City,0.0,0.0,0.685,200.0,False,0.0,0.4567,0.3267,1.0,0.386
Turkey,Ferdi Kadıoğlu,Defender,26,30,2,Brighton & Hove Albion,0.0,0.0,0.0735,28.0,True,0.0,0.049,0.2,0.6349,0.3848
Spain,Aymeric Laporte,Defender,32,45,2,Athletic Bilbao,0.0,5.7,0.0735,20.0,True,0.0,0.049,0.3,0.5741,0.3844
Uruguay,Federico Valverde,Midfielder,27,73,9,Real Madrid,0.0,0.0,0.074,120.0,False,0.0,0.0493,0.4867,0.9043,0.3834
Belgium,Zeno Debast,Defender,22,26,1,Sporting CP,0.0,0.0,0.0735,30.0,True,0.0,0.049,0.1733,0.6475,0.3831
Argentina,Nahuel Molina,Defender,28,58,1,Atlético Madrid,0.0,2.4,0.057,15.0,False,0.0,0.038,0.3867,0.5228,0.3831
Ivory Coast,Evan Ndicka,Defender,26,28,0,Roma,0.0,0.0,0.026,30.0,False,0.0,0.0173,0.1867,0.6475,0.3824
England,Ezri Konsa,Defender,28,19,1,Aston Villa,0.0,0.0,0.034,35.0,False,0.0,0.0227,0.1267,0.6757,0.3793
Croatia,Andrej Kramarić,Forward,34,115,36,TSG Hoffenheim,0.132,15.4,0.396,0.0,True,0.528,0.264,0.7667,0.0,0.379
Belgium,Arthur Theate,Defender,26,33,1,Eintracht Frankfurt,0.0,2.0,0.082,24.0,False,0.0,0.0547,0.22,0.607,0.3777
Turkey,Uğurcan Çakır,Goalkeeper,30,38,0,Galatasaray,0.0,0.0,0.002,15.0,True,0.0,0.0013,0.2533,0.5228,0.3763
Norway,Kristoffer Ajer,Defender,28,51,2,Brentford,0.0,0.0,0.071,16.0,False,0.0,0.0473,0.34,0.5342,0.3762
Germany,Florian Wirtz,Midfielder,23,41,11,Liverpool,0.0,8.0,0.267,110.0,False,0.0,0.178,0.2733,0.888,0.3745
Ivory Coast,Odilon Kossounou,Defender,25,35,0,Atalanta,0.0,0.0,0.087,22.0,False,0.0,0.058,0.2333,0.5912,0.3743
Portugal,Bruno Fernandes,Midfielder,31,88,29,Manchester United,0.0,0.0,0.226,40.0,False,0.0,0.1507,0.5867,0.7002,0.3726
Japan,Zion Suzuki,Goalkeeper,23,24,0,Parma,0.0,0.0,0.002,20.0,True,0.0,0.0013,0.16,0.5741,0.3719
Argentina,Nicolás Tagliafico,Defender,33,75,1,Lyon,0.0,0.0,0.139,8.0,False,0.0,0.0927,0.5,0.4143,0.3711
Uruguay,Fernando Muslera,Goalkeeper,39,134,0,Estudiantes,0.0,0.0,0.002,0.75,True,0.0,0.0013,0.8933,0.1055,0.3708
England,Tino Livramento,Defender,23,6,0,Newcastle United,0.0,0.0,0.0735,40.0,True,0.0,0.049,0.04,0.7002,0.3695
Turkey,Zeki Çelik,Defender,29,60,3,Roma,0.0,0.0,0.0735,12.0,True,0.0,0.049,0.4,0.4837,0.3692
Sweden,Isak Hien,Defender,27,29,0,Atalanta,0.0,0.0,0.037,25.0,False,0.0,0.0247,0.1933,0.6144,0.3689
Ecuador,Pervis Estupiñán,Defender,28,53,4,Milan,0.0,0.0,0.0735,14.0,True,0.0,0.049,0.3533,0.5106,0.3686
Scotland,Aaron Hickey,Defender,24,21,0,Brentford,0.0,0.0,0.0735,28.0,True,0.0,0.049,0.14,0.6349,0.3668
France,Malo Gusto,Defender,23,10,0,Chelsea,0.0,0.0,0.076,35.0,False,0.0,0.0507,0.0667,0.6757,0.3655
England,Nico O'Reilly,Defender,21,4,0,Manchester City,0.0,0.0,0.0735,40.0,True,0.0,0.049,0.0267,0.7002,0.3655
Norway,Martin Ødegaard,Midfielder,27,67,4,Arsenal,0.0,0.0,0.155,75.0,True,0.0,0.1033,0.4467,0.8166,0.3653
Germany,David Raum,Defender,28,37,1,RB Leipzig,0.0,1.0,0.04,20.0,False,0.0,0.0267,0.2467,0.5741,0.3651
Austria,Stefan Posch,Defender,29,52,5,Mainz 05,0.0,7.0,0.057,14.0,False,0.0,0.038,0.3467,0.5106,0.365
Portugal,Bernardo Silva,Midfielder,31,108,14,Manchester City,0.0,0.0,0.162,27.0,False,0.0,0.108,0.72,0.6283,0.3649
Algeria,Ramy Bensebaini,Defender,31,81,7,Borussia Dortmund,0.0,0.0,0.064,7.0,False,0.0,0.0427,0.54,0.3921,0.3645
Scotland,Scott McTominay,Midfielder,29,70,15,Napoli,0.0,4.0,0.271,45.0,False,0.0,0.1807,0.4667,0.7219,0.3641
Ghana,Antoine Semenyo,Midfielder,26,34,3,Manchester City,0.0,2.7,0.407,65.0,False,0.0,0.2713,0.2267,0.79,0.3637
Austria,Kevin Danso,Defender,27,32,0,Tottenham Hotspur,0.0,1.0,0.038,22.0,False,0.0,0.0253,0.2133,0.5912,0.3634
Netherlands,Jan Paul van Hecke,Defender,26,11,0,Brighton & Hove Albion,0.0,0.0,0.03,35.0,False,0.0,0.02,0.0733,0.6757,0.3628
Spain,Rodri,Midfielder,29,61,4,Manchester City,0.0,0.0,0.181,75.0,False,0.0,0.1207,0.4067,0.8166,0.3625
Brazil,Ederson,Goalkeeper,32,32,0,Fenerbahçe,0.0,0.0,0.002,15.0,True,0.0,0.0013,0.2133,0.5228,0.3623
Sweden,Alexander Isak,Forward,26,58,17,Liverpool,0.0,0.0,0.616,120.0,False,0.0,0.4107,0.3867,0.9043,0.3621
Netherlands,Jorrel Hato,Defender,20,8,0,Chelsea,0.0,0.0,0.0735,35.0,True,0.0,0.049,0.0533,0.6757,0.3612
United States,Sergiño Dest,Defender,25,39,3,PSV Eindhoven,0.0,0.0,0.041,18.0,False,0.0,0.0273,0.26,0.5552,0.3597
Germany,Nathaniel Brown,Defender,22,5,0,Eintracht Frankfurt,0.0,0.0,0.114,35.0,False,0.0,0.076,0.0333,0.6757,0.3592
Spain,Fabián Ruiz,Midfielder,30,41,6,Paris Saint-Germain,0.0674,17.0,0.2022,40.0,True,0.2696,0.1348,0.2733,0.7002,0.3591
England,Dean Henderson,Goalkeeper,29,4,0,Crystal Palace,0.0,0.0,0.002,28.0,True,0.0,0.0013,0.0267,0.6349,0.3587
Czech Republic,Ladislav Krejčí,Defender,27,27,5,Wolverhampton Wanderers,0.0,5.0,0.0735,22.0,True,0.0,0.049,0.18,0.5912,0.357
Australia,Mathew Ryan,Goalkeeper,34,104,0,Levante,0.0,0.0,0.002,2.0,True,0.0,0.0013,0.6933,0.2072,0.3567
Paraguay,Júnior Alonso,Defender,33,71,3,Atlético Mineiro,0.0,0.0,0.0735,8.0,True,0.0,0.049,0.4733,0.4143,0.3565
Morocco,Ismael Saibari,Midfielder,25,30,9,PSV Eindhoven,0.0,1.0,0.591,32.0,False,0.0,0.394,0.2,0.6593,0.356
England,Jarell Quansah,Defender,23,2,0,Bayer Leverkusen,0.0,0.0,0.017,40.0,False,0.0,0.0113,0.0133,0.7002,0.3558
Egypt,Mohamed Salah,Forward,33,115,67,Liverpool,0.0,5.0,0.553,30.0,False,0.0,0.3687,0.7667,0.6475,0.3551
Brazil,Bremer,Defender,29,7,1,Juventus,0.0,0.0,0.022,35.0,False,0.0,0.0147,0.0467,0.6757,0.3541
Belgium,Timothy Castagne,Defender,30,63,2,Fulham,0.0,0.0,0.02,10.0,False,0.0,0.0133,0.42,0.4522,0.3541
France,Aurélien Tchouaméni,Midfielder,26,45,3,Real Madrid,0.0,0.0,0.155,100.0,True,0.0,0.1033,0.3,0.8702,0.352
Uruguay,Mathías Olivera,Defender,28,35,2,Napoli,0.0,5.4,0.042,18.0,False,0.0,0.028,0.2333,0.5552,0.3518
France,Maxence Lacroix,Defender,26,3,0,Crystal Palace,0.0,0.0,0.079,35.0,False,0.0,0.0527,0.02,0.6757,0.3518
Ecuador,Moisés Caicedo,Midfielder,24,60,3,Chelsea,0.0,0.0,0.018,110.0,False,0.0,0.012,0.4,0.888,0.35
Switzerland,Nico Elvedi,Defender,29,67,3,Borussia Mönchengladbach,0.0,0.7,0.077,8.0,False,0.0,0.0513,0.4467,0.4143,0.3489
Spain,Pau Cubarsí,Defender,19,11,0,Barcelona,0.0,0.0,0.032,30.0,False,0.0,0.0213,0.0733,0.6475,0.3489
Colombia,Jhon Lucumí,Defender,27,36,1,Bologna,0.0,0.0,0.027,17.0,False,0.0,0.018,0.24,0.545,0.3472
Netherlands,Mats Wieffer,Defender,26,15,1,Brighton & Hove Albion,0.0,0.0,0.1,25.0,False,0.0,0.0667,0.1,0.6144,0.3472
Turkey,Hakan Çalhanoğlu,Midfielder,32,104,22,Inter Milan,0.0,10.0,0.155,22.0,True,0.0,0.1033,0.6933,0.5912,0.347
Argentina,Lautaro Martínez,Forward,28,75,36,Inter Milan,0.0,0.0,0.517,85.0,False,0.0,0.3447,0.5,0.8399,0.3464
Netherlands,Frenkie de Jong,Midfielder,29,65,2,Barcelona,0.0,1.4,0.083,70.0,False,0.0,0.0553,0.4333,0.8038,0.3444
Spain,Marcos Llorente,Defender,31,23,0,Atlético Madrid,0.0,0.7,0.024,22.0,False,0.0,0.016,0.1533,0.5912,0.344
Argentina,Enzo Fernández,Midfielder,25,40,6,Chelsea,0.0,0.0,0.188,85.0,False,0.0,0.1253,0.2667,0.8399,0.3429
Belgium,Senne Lammens,Goalkeeper,23,2,0,Manchester United,0.0,0.0,0.002,25.0,True,0.0,0.0013,0.0133,0.6144,0.3427
United States,Matt Turner,Goalkeeper,31,54,0,New England Revolution,0.0,0.0,0.002,7.0,True,0.0,0.0013,0.36,0.3921,0.3418
DR Congo,Chancel Mbemba,Defender,31,108,7,Lille,0.0,5.0,0.0735,2.5,True,0.0,0.049,0.72,0.2362,0.3415
Belgium,Maxim De Cuyper,Defender,25,19,4,Brighton & Hove Albion,0.0,0.0,0.0735,22.0,True,0.0,0.049,0.1267,0.5912,0.341
Scotland,Kieran Tierney,Defender,29,56,2,Celtic,0.0,0.0,0.216,8.0,False,0.0,0.144,0.3733,0.4143,0.3407
Ivory Coast,Franck Kessié,Midfielder,29,103,15,Al-Ahli,0.0,0.0,0.155,20.0,True,0.0,0.1033,0.6867,0.5741,0.3406
Algeria,Aïssa Mandi,Defender,34,117,7,Lille,0.0,3.0,0.0735,1.8,True,0.0,0.049,0.78,0.1941,0.3384
Portugal,Renato Veiga,Defender,22,12,1,Villarreal,0.0,0.0,0.068,25.0,False,0.0,0.0453,0.08,0.6144,0.338
Brazil,Roger Ibañez,Defender,27,6,0,Al-Ahli,0.0,0.0,0.0735,28.0,True,0.0,0.049,0.04,0.6349,0.3368
Switzerland,Granit Xhaka,Midfielder,33,146,17,Sunderland,0.0,9.799999999999999,0.025,10.0,False,0.0,0.0167,0.9733,0.4522,0.3353
Portugal,Vitinha,Midfielder,26,37,0,Paris Saint-Germain,0.0,0.0,0.098,110.0,False,0.0,0.0653,0.2467,0.888,0.3353
Mexico,César Montes,Defender,29,67,4,Lokomotiv Moscow,0.0,0.0,0.051,7.0,False,0.0,0.034,0.4467,0.3921,0.3352
Argentina,Alexis Mac Allister,Midfielder,27,44,6,Liverpool,0.0,10.899999999999999,0.123,85.0,False,0.0,0.082,0.2933,0.8399,0.3352
Japan,Takehiro Tomiyasu,Defender,27,43,1,Ajax,0.0,0.0,0.0735,12.0,True,0.0,0.049,0.2867,0.4837,0.3352
Cape Verde,Logan Costa,Defender,25,27,0,Villarreal,0.0,0.0,0.035,18.0,False,0.0,0.0233,0.18,0.5552,0.3351
Senegal,Moussa Niakhaté,Defender,30,30,0,Lyon,0.0,0.0,0.0735,16.0,True,0.0,0.049,0.2,0.5342,0.3345
Spain,Eric García,Defender,25,20,0,Barcelona,0.0,0.0,0.0735,20.0,True,0.0,0.049,0.1333,0.5741,0.3344
Belgium,Youri Tielemans,Midfielder,29,85,13,Aston Villa,0.0,5.6,0.087,35.0,False,0.0,0.058,0.5667,0.6757,0.3334
Argentina,Nicolás Otamendi,Defender,38,130,8,Benfica,0.0,0.0,0.069,1.0,False,0.0,0.046,0.8667,0.1307,0.3323
Portugal,João Neves,Midfielder,21,21,3,Paris Saint-Germain,0.0,1.0,0.185,110.0,False,0.0,0.1233,0.14,0.888,0.3314
Tunisia,Montassar Talbi,Defender,28,64,4,Lorient,0.0,0.0,0.0735,7.0,True,0.0,0.049,0.4267,0.3921,0.3314
Portugal,Tomás Araújo,Defender,24,4,0,Benfica,0.0,0.0,0.053,28.0,False,0.0,0.0353,0.0267,0.6349,0.3308
Sweden,Daniel Svensson,Defender,24,13,0,Borussia Dortmund,0.0,0.0,0.089,22.0,False,0.0,0.0593,0.0867,0.5912,0.3305
Canada,Alistair Johnston,Defender,27,58,1,Celtic,0.0,2.4,0.0735,8.0,True,0.0,0.049,0.3867,0.4143,0.3305
Portugal,Rúben Neves,Midfielder,29,66,1,Al-Hilal,0.0,0.0,0.155,40.0,True,0.0,0.1033,0.44,0.7002,0.329
Spain,Mikel Merino,Midfielder,29,42,10,Arsenal,0.0,3.0,0.392,30.0,False,0.0,0.2613,0.28,0.6475,0.3286
Senegal,Sadio Mané,Forward,34,127,55,Al-Nassr,0.0,7.2,0.3899,25.0,True,0.0,0.2599,0.8467,0.6144,0.3279
Brazil,Vinícius Júnior,Forward,25,48,9,Real Madrid,0.0,0.0,0.419,180.0,False,0.0,0.2793,0.32,0.9802,0.3278
Austria,Philipp Lienhart,Defender,29,41,3,SC Freiburg,0.0,2.0,0.03,12.0,False,0.0,0.02,0.2733,0.4837,0.3268
Brazil,Bruno Guimarães,Midfielder,28,42,2,Newcastle United,0.0,9.5,0.127,75.0,False,0.0,0.0847,0.28,0.8166,0.3264
Senegal,Mamadou Sarr,Defender,20,7,0,Chelsea,0.0,0.0,0.042,25.0,False,0.0,0.028,0.0467,0.6144,0.3254
Mexico,Johan Vásquez,Defender,27,46,3,Genoa,0.0,0.0,0.072,10.0,False,0.0,0.048,0.3067,0.4522,0.3253
Colombia,Luis Díaz,Forward,29,73,22,Bayern Munich,0.0,0.0,0.457,70.0,False,0.0,0.3047,0.4867,0.8038,0.3252
Ivory Coast,Guéla Doué,Defender,23,20,3,Strasbourg,0.0,0.0,0.0735,18.0,True,0.0,0.049,0.1333,0.5552,0.3249
Netherlands,Tijjani Reijnders,Midfielder,27,31,7,Manchester City,0.0,10.0,0.231,65.0,False,0.0,0.154,0.2067,0.79,0.3245
France,Lucas Digne,Defender,32,57,0,Aston Villa,0.0,0.0,0.029,8.0,False,0.0,0.0193,0.38,0.4143,0.324
Iran,Ehsan Hajsafi,Defender,36,146,7,Sepahan,0.0,1.5,0.0735,0.28,True,0.0,0.049,0.9733,0.0465,0.3226
Croatia,Luka Modrić,Midfielder,40,197,28,Milan,0.0,11.399999999999999,0.155,4.0,True,0.0,0.1033,1.0,0.3035,0.322
DR Congo,Aaron Wan-Bissaka,Defender,28,11,0,West Ham United,0.0,0.0,0.039,22.0,False,0.0,0.026,0.0733,0.5912,0.3215
Scotland,Scott McKenna,Defender,29,50,1,Dinamo Zagreb,0.0,2.0,0.043,9.0,False,0.0,0.0287,0.3333,0.4342,0.3214
Paraguay,Omar Alderete,Defender,29,36,3,Sunderland,0.0,0.0,0.064,12.0,False,0.0,0.0427,0.24,0.4837,0.3203
United States,Ricardo Pepi,Forward,23,37,13,PSV Eindhoven,0.0,0.0,0.892,15.0,False,0.0,0.5947,0.2467,0.5228,0.32
Uruguay,Matías Viña,Defender,28,43,1,River Plate,0.0,0.0,0.0735,10.0,True,0.0,0.049,0.2867,0.4522,0.3195
Germany,Malick Thiaw,Defender,24,5,0,Newcastle United,0.0,0.0,0.022,25.0,False,0.0,0.0147,0.0333,0.6144,0.3194
Spain,Pedri,Midfielder,23,40,5,Barcelona,0.0,0.0,0.077,80.0,False,0.0,0.0513,0.2667,0.8286,0.3173
Czech Republic,Patrik Schick,Forward,30,53,26,Bayer Leverkusen,0.0,7.0,0.701,25.0,False,0.0,0.4673,0.3533,0.6144,0.3161
England,Bukayo Saka,Forward,24,48,14,Arsenal,0.0,12.899999999999999,0.418,130.0,False,0.0,0.2787,0.32,0.9193,0.3155
